,TARGET,AGE,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,GENDER,CHILD_TOTAL,DEPENDANTS,EDUCATION,MARITAL_STATUS,GEN_INDUSTRY,GEN_TITLE,ORG_TP_STATE,ORG_TP_FCAPITAL,JOB_DIR,FAMILY_INCOME,PERSONAL_INCOME,REG_ADDRESS_PROVINCE,FACT_ADDRESS_PROVINCE,POSTAL_ADDRESS_PROVINCE,TP_PROVINCE,REGION_NM,REG_FACT_FL,FACT_POST_FL,REG_POST_FL,REG_FACT_POST_FL,REG_FACT_POST_TP_FL,FL_PRESENCE_FL,OWN_AUTO,AUTO_RUS_FL,HS_PRESENCE_FL,COT_PRESENCE_FL,GAR_PRESENCE_FL,LAND_PRESENCE_FL,CREDIT,TERM,FST_PAYMENT,GPF_DOCUMENT_FL,FACT_LIVING_TERM,WORK_TIME,FACT_PHONE_FL,REG_PHONE_FL,GEN_PHONE_FL,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED,LOAN_NUM_PAYM,LOAN_DLQ_NUM,LOAN_MAX_DLQ,LOAN_AVG_DLQ_AMT,LOAN_MAX_DLQ_AMT,PREVIOUS_CARD_NUM_UTILIZED,AGE_CATEGORY,WITHOUT_DELAY,REG_ADDRESS_PROVINCE_FREQ,FACT_ADDRESS_PROVINCE_FREQ,SOLVENCY
2042,0,38,0,0,0,3,0,3,0,7,6,0,0,6,0,9000.0,6,6,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,3950.0,3,1000.0,0,156,96.0,0,0,0,1,1,3,0,0,0.0,0.0,0.0,1,1,331,332,6.8354430379746836
2043,0,56,0,0,1,4,2,0,0,11,1,2,0,1,0,11000.0,6,6,6,6,1,0,0,0,0,0,1,0,0,0,0,0,0,10860.0,12,2000.0,1,83,72.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,2,1,331,332,12.154696132596685
2044,1,40,0,0,0,3,2,0,2,1,1,2,0,1,0,11000.0,14,14,14,14,6,0,0,0,0,0,1,0,0,0,0,0,0,13400.0,9,2500.0,0,214,216.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,1,1,349,348,7.388059701492537
2045,1,28,0,0,0,4,2,0,3,13,9,0,0,1,0,11500.0,39,39,39,37,4,0,0,0,0,0,0,0,0,1,0,0,0,15250.0,10,1700.0,0,114,60.0,0,0,0,1,0,5,0,0,0.0,0.0,0.0,3,1,171,173,7.540983606557377
2046,0,44,0,0,0,4,2,0,3,17,1,0,0,1,0,15000.0,54,54,54,50,3,0,0,0,0,0,1,0,0,0,0,0,0,8929.0,18,3000.0,1,64,240.0,0,0,0,1,0,5,0,0,0.0,0.0,0.0,0,1,177,174,30.238548549669616
2047,0,54,0,0,0,1,2,1,3,2,4,2,0,1,0,10500.0,25,25,25,25,4,0,0,0,0,0,1,0,0,0,0,0,0,15580.0,5,2000.0,1,192,24.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,2,1,301,301,3.3697047496790757
2048,0,36,0,0,1,3,0,0,0,4,0,0,0,1,1,30000.0,34,34,34,12,5,0,0,0,0,0,0,1,0,0,0,0,0,4950.0,3,550.0,1,228,6.0,0,0,0,1,1,3,0,0,0.0,0.0,0.0,1,1,134,22,18.181818181818183
2049,0,39,0,0,0,3,0,0,4,4,1,2,0,1,0,20000.0,56,58,58,41,9,0,0,0,0,1,1,0,0,0,0,0,0,33000.0,12,3700.0,0,84,60.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,1,1,167,170,7.2727272727272725
2050,0,31,0,0,1,3,0,3,0,0,3,0,0,1,2,20000.0,4,25,25,25,4,1,0,1,1,1,1,0,0,0,0,0,0,22999.0,6,3000.0,1,12,12.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,1,1,215,301,5.217618157311188
2051,0,27,0,0,0,4,2,0,3,0,0,0,0,1,0,9500.0,72,73,73,64,8,0,0,0,0,0,1,0,0,0,0,0,0,2500.0,4,450.0,0,111,13.0,0,0,0,1,1,1,0,0,0.0,0.0,0.0,3,1,98,97,15.2
2052,0,51,0,0,1,0,2,1,0,7,1,0,0,1,1,25000.0,26,26,26,26,7,0,0,0,0,0,0,0,0,0,0,0,0,15481.0,6,1800.0,0,180,324.0,1,0,0,1,0,4,1,1,2960.0,2960.0,0.0,2,0,674,674,9.689296557069957
2053,0,41,0,0,1,3,0,0,3,4,0,4,0,1,1,25000.0,26,26,26,26,7,1,0,1,1,0,1,0,0,0,0,0,0,15560.0,6,12000.0,1,84,18.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,0,1,674,674,9.640102827763496
2054,0,52,0,0,0,4,2,0,0,6,1,2,0,1,1,15000.0,33,33,33,22,8,0,0,0,0,0,0,0,0,0,0,0,0,38408.0,6,9602.0,1,300,300.0,1,1,0,1,0,5,0,0,0.0,0.0,0.0,2,1,117,136,2.3432618204540723
2055,1,25,0,0,1,4,2,1,3,14,0,0,0,1,0,15000.0,3,3,3,3,1,1,0,1,1,0,0,0,0,0,0,0,0,6071.0,10,675.0,1,4,4.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,3,1,407,404,24.70762642068852
2056,0,49,0,0,0,4,2,0,0,3,1,2,0,1,1,15000.0,59,61,61,57,0,0,0,0,0,0,1,0,0,0,0,0,0,9315.0,6,1035.0,1,132,120.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,0,1,164,158,9.66183574879227
2057,0,43,0,0,1,4,2,0,3,7,2,0,0,1,0,12000.0,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,11199.0,12,1245.0,1,267,192.0,0,0,0,1,0,6,0,0,0.0,0.0,0.0,0,1,407,404,12.858290918832038
2058,0,50,0,0,0,3,0,0,0,7,0,0,0,0,1,12000.0,41,41,41,39,9,0,0,0,0,0,1,0,0,0,0,0,0,18900.0,10,10000.0,1,156,336.0,1,1,0,1,0,6,0,0,0.0,0.0,0.0,0,1,287,286,6.349206349206349
2059,0,39,0,0,0,3,0,0,2,20,6,2,0,1,3,6000.0,69,70,70,12,7,0,0,0,0,0,0,0,0,0,0,0,0,5852.0,12,1463.0,1,96,48.0,1,0,0,1,0,4,1,1,610.0,610.0,0.0,1,0,74,73,12.303485987696513
2060,1,22,0,0,1,4,2,1,3,7,0,0,0,1,3,7500.0,25,25,25,25,4,0,0,0,0,0,0,1,1,0,0,0,0,4882.0,5,700.0,1,176,6.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,3,1,301,301,7.681278164686604
2061,0,42,0,0,1,3,2,3,0,21,2,0,0,7,1,25000.0,19,19,19,19,6,0,0,0,0,0,1,1,0,0,0,0,0,9340.0,6,1650.0,0,187,68.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,0,1,292,292,16.059957173447536
2062,0,27,0,0,0,4,2,0,0,0,5,1,0,1,1,12000.0,7,7,7,7,4,0,0,0,0,0,1,0,0,0,0,0,0,20800.0,12,5200.0,1,108,23.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,3,1,194,198,6.923076923076923
2063,0,25,0,0,1,4,2,0,3,0,4,0,0,2,1,22000.0,47,46,46,44,5,0,0,0,0,0,0,0,0,0,0,0,0,7302.0,4,1288.0,1,288,14.0,1,0,0,1,1,4,0,0,0.0,0.0,0.0,3,1,416,415,12.051492741714599
2064,0,47,0,0,1,4,2,3,0,14,1,0,0,1,0,7000.0,41,41,41,39,9,1,0,1,1,0,0,0,0,0,0,0,0,5950.0,6,1050.0,0,2,4.0,0,1,0,1,0,5,0,0,0.0,0.0,0.0,0,1,287,286,7.058823529411765
2065,1,27,0,0,0,3,0,0,0,4,4,0,0,7,1,15000.0,3,3,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,9629.0,10,1070.0,0,228,72.0,1,0,0,1,0,5,1,1,1190.0,1190.0,0.0,3,0,407,404,15.577941634645343
2066,0,31,0,0,1,0,1,1,0,7,1,0,0,1,0,10000.0,43,43,43,41,9,0,0,0,0,0,0,0,0,0,0,0,0,2119.0,6,250.0,0,4,48.0,1,0,0,1,0,4,0,0,0.0,0.0,0.0,1,1,264,266,28.315243039169417
2067,0,58,1,1,0,4,2,0,0,8,8,3,1,5,0,5500.0,41,41,41,39,9,0,0,0,0,0,0,0,0,0,0,0,0,12640.0,6,3160.0,1,50,81.93389388228472,1,0,1,1,0,5,0,0,0.0,0.0,0.0,2,1,287,286,2.6107594936708862
2068,0,53,0,0,0,3,2,0,0,6,9,2,0,1,0,9000.0,46,55,55,51,8,0,0,0,0,0,1,0,0,0,0,0,0,7000.0,6,7019.0,0,120,168.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,2,1,257,255,7.7142857142857135
2069,0,34,0,0,0,3,0,1,0,4,0,0,0,1,0,8000.0,61,63,63,59,7,0,0,0,0,0,0,0,0,1,0,0,0,3919.0,3,691.0,0,13,38.0,1,1,0,1,1,3,0,0,0.0,0.0,0.0,1,1,131,134,6.124011227353917
2070,0,29,0,0,0,3,0,0,0,13,1,0,0,1,1,17000.0,15,15,15,15,5,0,0,0,0,0,0,0,0,0,0,0,0,15290.0,6,1700.0,1,147,40.0,0,0,0,1,0,5,0,0,0.0,0.0,0.0,3,1,91,91,6.6710268149117065
2071,0,41,0,0,0,1,1,1,0,19,2,2,0,1,3,4000.0,51,50,50,47,3,0,0,0,0,0,0,0,0,0,0,0,0,3180.0,9,360.0,1,2240,180.0,0,0,0,1,0,6,1,1,450.0,450.0,0.0,0,0,217,213,11.320754716981133
2072,0,31,0,0,0,3,0,0,0,0,1,0,0,1,0,10000.0,41,41,41,39,9,0,0,0,0,0,0,0,0,1,0,0,0,22500.0,10,2500.0,0,12,60.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,1,1,287,286,4.444444444444445
2073,0,61,1,1,0,1,2,0,3,8,8,3,1,5,1,8700.0,42,42,42,40,2,0,0,0,0,0,1,0,0,0,0,0,0,19990.0,12,5000.0,0,228,81.93389388228472,1,0,1,1,0,5,0,0,0.0,0.0,0.0,4,1,170,168,5.222611305652826
2074,0,51,0,0,0,0,2,0,4,0,4,1,0,1,0,10000.0,40,40,40,38,2,0,0,0,0,0,0,1,0,0,0,0,0,5301.0,6,589.0,0,72,42.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,2,1,426,426,11.318619128466327
2075,0,52,0,0,1,1,2,0,0,7,0,0,0,1,0,10000.0,16,16,16,16,7,0,0,0,0,0,0,0,0,0,0,0,0,4990.0,6,1000.0,0,254,360.0,0,1,0,1,0,5,0,0,0.0,0.0,0.0,2,1,459,454,12.024048096192386
2076,0,47,0,1,1,4,2,0,0,18,2,0,0,4,1,18000.0,24,24,24,24,3,0,0,0,0,0,1,0,0,0,0,0,0,19170.0,9,7000.0,0,276,38.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,0,1,252,249,8.450704225352112
2077,0,41,0,0,0,3,0,0,3,7,4,0,0,2,0,10000.0,24,24,24,24,3,0,0,0,0,0,0,0,0,0,0,0,0,23490.0,12,10000.0,0,216,288.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,0,1,252,249,5.108556832694764
2078,1,37,0,0,1,3,0,0,0,0,0,0,0,2,1,15000.0,28,28,28,27,0,0,0,0,0,0,1,0,0,0,0,0,0,13491.0,12,3000.0,1,11,6.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,1,1,188,188,13.3422281521014
2079,0,38,0,0,0,4,2,0,0,9,4,2,0,1,1,14000.0,42,42,42,40,2,0,0,0,0,0,0,0,0,1,0,0,0,25000.0,12,4000.0,0,190,56.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,1,1,170,168,6.72
2080,0,22,0,0,0,3,0,0,3,0,1,1,0,1,3,6500.0,19,19,19,19,6,0,0,0,0,0,0,0,0,1,0,0,0,5708.0,3,3000.0,0,11,15.0,0,0,0,1,1,3,1,1,2100.0,2100.0,0.0,3,0,292,292,3.416257883672039
2081,0,35,0,1,1,0,1,1,0,7,1,0,0,1,0,15000.0,16,16,16,16,7,0,0,0,0,0,1,0,0,0,0,1,0,19375.0,10,5000.0,0,72,72.0,0,0,0,1,0,5,0,0,0.0,0.0,0.0,1,1,459,454,7.741935483870968
2082,0,47,0,0,1,3,0,3,0,4,5,2,0,1,0,12000.0,41,41,41,39,9,0,0,0,0,0,1,0,0,0,0,0,0,4590.2,3,13000.0,0,156,108.0,1,0,0,1,1,3,0,0,0.0,0.0,0.0,0,1,287,286,7.842795520892336
2083,0,27,0,0,1,4,2,1,0,2,1,0,0,1,1,15000.0,7,7,7,7,4,0,0,0,0,0,0,0,0,0,0,0,0,8292.0,8,9500.0,1,264,60.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,3,1,194,198,14.47178002894356
2084,0,39,0,0,0,3,0,3,3,2,1,2,0,1,0,13000.0,34,53,53,13,2,0,0,0,0,1,1,0,0,0,0,0,0,5760.0,5,640.0,1,84,180.0,1,0,0,1,1,5,0,0,0.0,0.0,0.0,1,1,134,55,11.284722222222221
2085,0,24,0,0,0,4,2,3,3,2,0,2,0,6,3,6000.0,16,16,16,16,7,1,0,1,1,0,0,0,0,0,0,0,0,4117.5,5,457.5,0,3,3.0,1,0,0,1,0,5,1,1,920.0,920.0,0.0,3,0,459,454,7.285974499089253
2086,0,48,0,0,1,4,2,0,0,22,3,2,0,1,0,6500.0,6,6,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,6200.0,9,1100.0,0,288,300.0,1,0,0,1,0,6,0,0,0.0,0.0,0.0,0,1,331,332,9.435483870967742
2087,0,31,0,0,0,4,2,4,3,13,5,0,0,1,0,7000.0,23,23,23,23,3,0,0,0,0,0,1,0,0,0,0,0,0,17714.0,6,3126.0,0,120,8.0,0,0,0,1,0,4,1,1,3237.94,3237.94,0.0,1,0,184,183,2.3710059839674833
2088,0,53,1,1,0,0,2,1,0,8,8,3,1,5,0,9000.0,54,54,54,50,3,0,0,0,0,0,0,0,0,0,0,0,0,18900.0,12,2100.0,1,103,81.93389388228472,0,0,1,1,0,5,0,0,0.0,0.0,0.0,2,1,177,174,5.714285714285714
2089,0,43,0,0,0,3,2,3,3,3,1,2,0,1,1,15000.0,39,39,39,37,4,0,0,0,0,0,1,0,0,0,0,0,0,6247.0,6,1103.0,0,241,72.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,0,1,171,173,14.406915319353288
2090,0,32,0,0,0,4,2,4,3,3,1,2,0,3,1,13000.0,53,52,52,49,6,0,0,0,0,0,0,0,0,0,0,0,0,3321.0,5,369.0,1,168,84.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,1,1,199,199,19.572417946401686
2091,0,57,0,0,1,4,2,3,0,4,1,4,0,1,1,15000.0,66,56,56,52,10,0,0,0,0,1,0,0,0,0,0,0,0,13990.0,6,8000.0,1,156,96.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,2,1,172,207,6.433166547533953
2092,0,58,0,1,0,3,2,1,0,5,0,0,0,2,0,13000.0,14,14,14,14,6,0,0,0,0,0,1,0,0,0,0,0,0,21900.0,10,7000.0,0,276,120.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,2,1,349,348,5.936073059360731
2093,0,54,0,0,1,4,2,0,0,11,1,0,0,1,1,16000.0,47,46,46,44,5,0,0,0,0,0,0,0,0,0,0,0,0,10170.0,12,1130.0,0,86,303.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,2,1,416,415,18.87905604719764
2094,0,36,0,0,1,4,2,1,3,4,0,0,0,1,1,10000.0,46,55,55,51,8,0,0,0,0,0,0,0,0,0,0,0,0,15727.0,3,1810.0,0,36,12.0,0,0,0,1,1,3,0,0,0.0,0.0,0.0,1,1,257,255,1.9075475297259492
2095,0,64,1,1,0,0,2,2,0,8,8,3,1,5,0,5500.0,57,59,59,55,6,0,0,0,0,0,0,0,0,1,0,0,1,11000.0,9,2000.0,1,266,81.93389388228472,1,0,1,1,0,5,0,0,0.0,0.0,0.0,4,1,180,180,4.5
2096,0,64,1,1,0,0,2,0,3,8,8,3,1,5,0,11000.0,29,29,29,28,7,0,0,0,0,0,0,0,0,0,0,0,0,10759.0,6,2690.0,1,360,81.93389388228472,1,0,1,1,0,5,0,0,0.0,0.0,0.0,4,1,287,286,6.134399107723766
2097,0,42,0,0,0,3,2,0,0,0,0,2,0,1,0,9000.0,65,67,67,63,4,0,0,0,0,0,0,0,0,1,0,0,0,16300.0,12,2000.0,1,270,12.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,0,1,152,153,6.625766871165644
2098,0,29,0,0,0,3,0,3,4,0,1,0,0,1,0,18500.0,40,40,40,38,2,0,0,0,0,0,1,0,0,0,0,0,0,59760.0,24,10240.0,1,96,12.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,3,1,426,426,7.429718875502008
2099,0,47,0,0,1,0,1,1,1,7,0,0,0,1,0,15000.0,2,2,2,2,2,0,0,0,0,0,0,1,1,1,0,1,0,18615.0,12,4500.0,0,60,48.0,0,0,0,1,0,5,0,0,0.0,0.0,0.0,0,1,202,203,9.6696212731668
2100,0,42,0,0,0,4,2,0,3,0,5,0,0,1,0,8000.0,6,6,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,19464.0,10,3435.0,1,76,72.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,0,1,331,332,4.110152075626798
2101,1,22,0,0,1,4,2,0,3,18,1,0,0,1,1,12000.0,14,14,14,14,6,0,0,0,0,0,0,0,0,0,0,0,0,14938.0,12,1660.0,1,72,6.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,3,1,349,348,9.639844691391083
2102,0,29,0,0,1,3,1,2,0,3,9,2,0,1,0,15000.0,27,27,27,19,6,0,0,0,0,1,0,1,1,0,0,0,0,4440.0,9,800.0,0,92,48.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,3,1,222,221,30.405405405405407
2103,0,35,0,0,1,0,1,1,0,13,3,1,0,7,1,30000.0,40,40,40,38,2,1,1,0,1,0,0,0,0,0,0,0,0,17076.2,9,0.0,0,24,3.0,0,0,0,1,0,5,0,0,0.0,0.0,0.0,1,1,426,426,15.811480305922863
2104,0,31,0,0,0,4,2,3,3,2,2,2,0,1,2,70000.0,70,71,71,52,10,0,0,0,0,1,1,0,0,0,0,0,0,18498.0,3,10000.0,1,167,84.0,1,0,0,1,1,2,0,0,0.0,0.0,0.0,1,1,58,97,11.352578657152124
2105,0,55,0,0,0,0,2,3,0,12,6,2,0,1,1,20000.0,40,40,40,38,2,1,0,1,1,0,0,0,0,0,0,0,0,37100.0,12,0.0,1,24,192.0,0,0,0,1,0,5,0,0,0.0,0.0,0.0,2,1,426,426,6.46900269541779
2106,0,22,0,0,1,4,2,0,3,13,0,0,0,1,1,15000.0,23,23,23,23,3,0,0,0,0,0,1,0,0,0,0,0,0,5490.0,6,2500.0,0,72,6.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,3,1,184,183,16.39344262295082
2107,0,37,0,0,1,0,2,0,0,14,0,0,1,0,1,15000.0,28,28,28,27,0,0,0,0,0,0,1,0,0,0,0,0,0,13500.0,12,1561.0,0,63,192.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,1,1,188,188,13.333333333333334
2108,0,37,0,0,0,0,1,0,3,4,1,0,0,1,0,15000.0,41,41,41,39,9,0,0,0,0,0,1,0,0,0,0,0,0,19377.0,6,10434.0,0,240,60.0,1,1,0,1,0,5,0,0,0.0,0.0,0.0,1,1,287,286,4.644681839294009
2109,0,54,1,1,0,3,2,2,0,8,8,3,1,5,0,6000.0,32,32,32,32,7,0,0,0,0,0,0,0,0,0,0,0,0,15214.0,6,1700.0,0,367,81.93389388228472,1,0,1,1,0,5,0,0,0.0,0.0,0.0,2,1,214,216,2.366241619560931
2110,0,30,0,0,1,3,0,0,0,7,1,0,0,1,1,15000.0,5,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,12800.0,10,2480.0,1,4,36.0,0,0,0,1,0,5,0,0,0.0,0.0,0.0,3,1,292,292,11.71875
2111,0,23,0,0,1,4,2,0,3,4,4,0,0,2,0,15000.0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,9199.0,9,1500.0,1,98,12.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,3,1,202,203,14.67550820741385
2112,1,34,0,0,0,3,0,1,1,0,4,4,0,1,0,12000.0,70,71,71,52,10,0,0,0,0,1,1,0,0,0,0,0,0,10438.0,6,1842.0,1,210,48.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,1,1,58,97,6.897873155776969
2113,0,33,0,0,1,4,2,0,3,10,0,0,0,1,0,15000.0,61,63,63,59,7,0,0,0,0,0,0,0,0,0,0,0,0,11600.0,12,1300.0,0,10,9.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,1,1,131,134,15.517241379310345
2114,0,40,0,0,0,0,0,3,0,12,1,2,0,1,0,9000.0,55,57,57,53,0,0,0,0,0,0,0,0,0,1,0,0,0,3150.0,3,5000.0,0,195,36.0,1,0,0,1,1,3,0,0,0.0,0.0,0.0,1,1,148,144,8.571428571428571
2115,0,59,0,0,0,4,2,3,0,4,9,1,0,1,1,35000.0,68,69,69,12,5,0,0,0,0,0,0,0,0,0,0,0,0,100000.0,10,39400.0,0,144,24.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,2,1,67,67,3.5
2116,0,64,1,1,0,1,2,0,0,8,8,3,1,5,0,14000.0,59,61,61,57,0,0,0,0,0,0,0,0,0,1,0,0,0,32370.0,6,15000.0,0,24,81.93389388228472,0,0,1,1,0,6,0,0,0.0,0.0,0.0,4,1,164,158,2.5949953660797034
2117,0,38,0,0,0,3,0,3,0,20,3,2,0,1,1,30000.0,10,10,10,10,5,0,0,0,0,0,0,1,0,0,0,0,0,48600.0,6,11090.0,0,144,24.0,1,0,0,1,0,6,1,1,9280.0,9280.0,0.0,1,0,252,254,3.7037037037037037
2118,0,45,0,0,1,4,2,3,0,7,6,0,0,1,0,10000.0,6,6,6,6,1,0,0,0,0,0,0,0,0,1,0,0,0,8990.0,6,1600.0,1,84,36.0,0,0,0,1,0,5,0,0,0.0,0.0,0.0,0,1,331,332,6.674082313681869
2119,0,46,0,0,1,4,2,0,0,9,2,0,0,1,1,15000.0,19,19,19,19,6,0,0,0,0,0,1,1,0,0,0,0,0,9998.0,6,1800.0,0,157,65.0,1,0,0,1,1,2,0,0,0.0,0.0,0.0,0,1,292,292,9.001800360072014
2120,0,49,0,0,0,4,2,0,0,6,1,2,0,1,3,6000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,12300.0,6,3000.0,0,216,339.0,1,0,0,1,1,2,0,0,0.0,0.0,0.0,0,1,253,250,2.926829268292683
2121,0,38,0,0,0,3,0,0,0,22,1,0,0,1,1,25000.0,16,16,16,16,7,0,0,0,0,0,1,0,0,0,0,0,0,7098.0,6,800.0,0,192,120.0,1,0,0,1,1,2,0,0,0.0,0.0,0.0,1,1,459,454,21.132713440405748
2122,0,49,0,0,1,4,2,0,0,15,0,4,0,0,0,12000.0,37,37,37,35,0,0,0,0,0,0,0,0,0,0,0,0,0,6200.0,6,1000.0,1,192,108.0,1,0,0,1,1,3,0,0,0.0,0.0,0.0,0,1,235,239,11.612903225806452
2123,0,51,0,0,1,4,2,1,3,5,0,0,0,1,3,5600.0,27,27,27,19,6,0,0,0,0,1,0,0,0,0,0,0,1,2190.2,4,500.0,0,345,120.0,1,0,0,1,0,4,2,1,619.4,630.0,0.0,2,0,222,221,10.227376495297234
2124,1,49,0,0,0,4,2,0,0,22,1,2,0,1,2,20000.0,35,35,35,49,6,0,0,0,0,1,0,0,0,0,0,0,0,10483.0,10,2000.0,0,137,24.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,0,1,97,95,19.078508060669655
2125,0,42,0,0,1,1,1,0,0,11,1,2,0,1,0,12000.0,48,47,47,45,9,0,0,0,0,0,0,0,0,0,0,0,0,11240.0,10,1250.0,1,228,22.0,0,0,0,1,0,5,0,0,0.0,0.0,0.0,0,1,154,149,10.676156583629894
2126,0,52,0,0,0,0,2,1,0,15,1,0,0,1,1,30000.0,35,35,35,33,6,0,0,0,0,0,0,0,0,0,0,0,0,35600.0,3,23800.0,1,2,48.0,0,0,0,1,1,3,0,0,0.0,0.0,0.0,2,1,97,95,2.5280898876404496
2127,0,34,0,0,1,3,0,1,0,7,5,0,0,1,1,18000.0,20,20,20,20,8,0,0,0,0,0,0,1,0,0,0,1,0,8883.0,3,987.0,0,123,60.0,1,0,0,1,1,2,0,0,0.0,0.0,0.0,1,1,156,155,6.079027355623101
2128,0,29,0,0,0,4,2,3,3,0,1,0,0,1,1,25000.0,22,22,22,22,8,0,0,0,0,1,0,0,0,0,0,0,0,13382.0,3,5735.0,0,42,5.0,1,0,0,1,1,3,0,0,0.0,0.0,0.0,3,1,130,119,5.604543416529666
2129,0,34,0,0,0,3,0,3,2,4,1,0,0,1,1,30000.0,61,63,63,59,7,1,1,0,1,0,1,0,0,1,0,0,0,78550.0,15,27350.0,1,24,36.0,0,0,0,1,0,5,0,0,0.0,0.0,0.0,1,1,131,134,5.728835136855506
2130,0,53,0,0,0,0,2,0,0,22,0,0,0,0,0,4000.0,52,51,51,48,3,0,0,0,0,0,0,0,0,0,0,0,0,10100.0,6,1140.0,1,341,198.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,2,1,159,159,2.376237623762376
2131,0,37,0,0,1,4,2,0,3,6,1,2,0,1,0,16500.0,23,23,23,23,3,0,0,0,0,0,1,0,0,0,0,0,0,7900.0,3,7900.0,0,180,156.0,1,0,0,1,1,3,0,0,0.0,0.0,0.0,1,1,184,183,6.265822784810126
2132,1,32,0,0,0,0,1,1,2,19,1,0,0,1,1,20000.0,5,5,5,46,4,0,0,0,0,1,1,0,0,0,0,0,0,23793.0,12,3400.0,1,72,12.0,0,0,0,1,0,5,0,0,0.0,0.0,0.0,1,1,292,292,10.087000378262514
2133,0,28,0,0,1,4,2,0,0,15,0,2,0,1,1,18000.0,41,41,41,39,9,1,0,1,1,0,0,1,0,0,0,0,0,26547.1,10,3000.0,0,12,84.0,0,0,0,1,0,5,0,0,0.0,0.0,0.0,3,1,287,286,6.780401625789634
2134,0,59,1,1,0,4,2,1,2,8,8,3,1,5,3,8200.0,57,59,59,55,6,0,0,0,0,0,0,0,0,0,0,0,0,4700.0,5,0.0,0,348,81.93389388228472,1,0,1,1,0,5,0,0,0.0,0.0,0.0,2,1,180,180,8.72340425531915
2135,0,26,0,0,1,3,0,0,0,7,0,0,0,1,1,15000.0,5,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,1,8532.0,3,4014.0,1,48,65.0,0,0,0,1,1,3,0,0,0.0,0.0,0.0,3,1,292,292,5.274261603375527
2136,0,33,0,0,0,3,0,0,2,2,1,2,0,1,3,8000.0,59,61,61,57,0,0,0,0,0,0,0,0,0,0,0,0,0,7693.0,3,3297.0,1,24,84.0,1,0,0,1,1,3,0,0,0.0,0.0,0.0,1,1,164,158,3.1197192252697254
2137,0,41,0,0,0,0,0,0,0,10,1,2,0,1,1,20000.0,53,52,52,49,6,0,0,0,0,0,1,0,0,0,0,0,0,34391.0,7,0.0,1,12,24.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,0,1,199,199,4.0708324852432325
2138,0,47,0,0,1,3,0,3,0,7,1,0,0,1,2,50000.0,34,74,74,33,6,0,0,0,0,1,1,1,1,0,0,0,0,19920.0,6,5000.0,1,156,276.0,1,0,0,1,0,5,0,0,0.0,0.0,0.0,0,1,134,25,15.060240963855422
